id,text,label,sub_label,toxic_spans,tokens,toxic_list,BIO_tags
13453,اس کے لے مجھے کیا کرنا ہو گا,non_toxic,normal,[],"['اس', 'کے', 'لے', 'مجھے', 'کیا', 'کرنا', 'ہو', 'گا']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13454,شکریہ,non_toxic,normal,[],['شکریہ'],['[]'],['O']
13455,مورخ جب لکھے گا تو کیا لکھے گا۔۔۔۔۔,non_toxic,normal,[],"['مورخ', 'جب', 'لکھے', 'گا', 'تو', 'کیا', 'لکھے', 'گا۔۔۔۔۔']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13456,ماشاءاللہ حضرت کا بیان سن کر دل باغ باغ ہو جاتاہے اللہ عمرِ دراز سے نوازے,non_toxic,normal,[],"['ماشاءاللہ', 'حضرت', 'کا', 'بیان', 'سن', 'کر', 'دل', 'باغ', 'باغ', 'ہو', 'جاتاہے', 'اللہ', 'عمرِ', 'دراز', 'سے', 'نوازے']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13457,ماشاءاللہ بہت اچھا بیان,non_toxic,normal,[],"['ماشاءاللہ', 'بہت', 'اچھا', 'بیان']",['[]'],"['O', 'O', 'O', 'O']"
13458,اگر ایسا نہ ھوا۔تو کیا کریں,non_toxic,normal,[],"['اگر', 'ایسا', 'نہ', 'ھوا۔تو', 'کیا', 'کریں']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O']"
13459,تو کیا جانی کمبخت عشق کیا چیز هی،,non_toxic,normal,[],"['تو', 'کیا', 'جانی', 'کمبخت', 'عشق', 'کیا', 'چیز', 'هی،']",['[]'],"['O', 'O', 'O', 'B-Toxic', 'O', 'O', 'O', 'O']"
13460,محبت بھی رحم ہیں  یہ ھم نہیں کر تی هو جا تا ہیں,non_toxic,normal,[],"['محبت', 'بھی', 'رحم', 'ہیں', 'یہ', 'ھم', 'نہیں', 'کر', 'تی', 'هو', 'جا', 'تا', 'ہیں']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13461,تماچا لگایا اور عشق مک گیا,non_toxic,normal,[],"['تماچا', 'لگایا', 'اور', 'عشق', 'مک', 'گیا']",['[]'],"['B-Toxic', 'O', 'O', 'O', 'B-Toxic', 'O']"
13462,"روزانہ کی بنیاد پر ایک حدیث مبارکہ حاصل کرنے کے لئیے ""سبسکرائب"" کا بٹن دبائیں۔ ﷺ ﻧﮯ ﻓﺮﻣﺎﯾﺎ ﺳﺮﺳﺒﺰ ﻭ ﺷﺎﺩﺍﺏ ﺭﮨﮯ ﻭﮦ ﺷﺨﺺﺟﻮ ﻣﯿﺮﯼ ﺣﺪﯾﺚ ﮐﻮ ﺳﻦ ﮐﺮﺍﺳﮯ ﯾﺎﺩ ﮐﺮﮐﮯ ﻟﻮﮔﻮﮞ ﺗﮏ ﭘﮩﻨﭽﺎﮰ‏( ﺳﻨﻦ ﺍﺑﻦ ﻣﺎﺟﮧ )",non_toxic,normal,[],"['روزانہ', 'کی', 'بنیاد', 'پر', 'ایک', 'حدیث', 'مبارکہ', 'حاصل', 'کرنے', 'کے', 'لئیے', '""سبسکرائب""', 'کا', 'بٹن', 'دبائیں۔', 'ﷺ', 'ﻧﮯ', 'ﻓﺮﻣﺎﯾﺎ', 'ﺳﺮﺳﺒﺰ', 'ﻭ', 'ﺷﺎﺩﺍﺏ', 'ﺭﮨﮯ', 'ﻭﮦ', 'ﺷﺨﺺﺟﻮ', 'ﻣﯿﺮﯼ', 'ﺣﺪﯾﺚ', 'ﮐﻮ', 'ﺳﻦ', 'ﮐﺮﺍﺳﮯ', 'ﯾﺎﺩ', 'ﮐﺮﮐﮯ', 'ﻟﻮﮔﻮﮞ', 'ﺗﮏ', 'ﭘﮩﻨﭽﺎﮰ\u200f(', 'ﺳﻨﻦ', 'ﺍﺑﻦ', 'ﻣﺎﺟﮧ', ')']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13463,ماشاءالله  بہت ہی خوب ۔۔۔۔۔۔اللہ تعالی اپ کی عمر دراز فرماۓ ۔۔۔۔,non_toxic,normal,[],"['ماشاءالله', 'بہت', 'ہی', 'خوب', '۔۔۔۔۔۔اللہ', 'تعالی', 'اپ', 'کی', 'عمر', 'دراز', 'فرماۓ', '۔۔۔۔']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13464,یا اللّٰہ ھمیں کیسے پتا چلیگا کہ تو ہم سے ناراض ہے۔ مولانا طارق جمیل کا بیان۔,non_toxic,normal,[],"['یا', 'اللّٰہ', 'ھمیں', 'کیسے', 'پتا', 'چلیگا', 'کہ', 'تو', 'ہم', 'سے', 'ناراض', 'ہے۔', 'مولانا', 'طارق', 'جمیل', 'کا', 'بیان۔']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13465,ایک کام ہے عاشق کے لئے،، کام ہی کام ہے، گھر میں کتنا کام ہوتا ہے!!,non_toxic,normal,[],"['ایک', 'کام', 'ہے', 'عاشق', 'کے', 'لئے،،', 'کام', 'ہی', 'کام', 'ہے،', 'گھر', 'میں', 'کتنا', 'کام', 'ہوتا', 'ہے!!']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13466,اسلام وعلیکم ورحمتہ اللہ وبرکاتہ کیسے ہیں جنابمیرا نکاح نہیں ھو رھامجھے کوئی رشتہ چاہیے پلیز کوئی ضرورت مند رابطہ کریں0097پندرہ657گیارہ901واٹس اپ نمبر ھےاور میں پاکستان میں ھو رابطہ کریں 0چونتیس4چھبیس87880,non_toxic,normal,[],"['اسلام', 'وعلیکم', 'ورحمتہ', 'اللہ', 'وبرکاتہ', 'کیسے', 'ہیں', 'جنابمیرا', 'نکاح', 'نہیں', 'ھو', 'رھامجھے', 'کوئی', 'رشتہ', 'چاہیے', 'پلیز', 'کوئی', 'ضرورت', 'مند', 'رابطہ', 'کریں0097پندرہ657گیارہ901واٹس', 'اپ', 'نمبر', 'ھےاور', 'میں', 'پاکستان', 'میں', 'ھو', 'رابطہ', 'کریں', '0چونتیس4چھبیس87880']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13468,عاشققرآن کا عاشق بنیںقرآنی شرعی سزاؤں کو نافذالعمل کروانے کے لیے جدوجہد کریں ؟لکھیں اور بولیںجرم ثابت ہونے پرمجرموں کو قرآنی شرعی سزائیں دیں اور غیر شرعی غیر اسلامی سزائیں بند کروائیں ؟واسلام,non_toxic,normal,[],"['عاشققرآن', 'کا', 'عاشق', 'بنیںقرآنی', 'شرعی', 'سزاؤں', 'کو', 'نافذالعمل', 'کروانے', 'کے', 'لیے', 'جدوجہد', 'کریں', '؟لکھیں', 'اور', 'بولیںجرم', 'ثابت', 'ہونے', 'پرمجرموں', 'کو', 'قرآنی', 'شرعی', 'سزائیں', 'دیں', 'اور', 'غیر', 'شرعی', 'غیر', 'اسلامی', 'سزائیں', 'بند', 'کروائیں', '؟واسلام']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13469,اللہ پاک آپ کو لمبی عمر عطا فرمائے ۔آمین,non_toxic,normal,[],"['اللہ', 'پاک', 'آپ', 'کو', 'لمبی', 'عمر', 'عطا', 'فرمائے', '۔آمین']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13470,پہلے عشق خدا کیتا تے معشوق نبی رسول میاں!,non_toxic,normal,[],"['پہلے', 'عشق', 'خدا', 'کیتا', 'تے', 'معشوق', 'نبی', 'رسول', 'میاں!']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13471,بڈھے  عاشق  سب سے زیادہ  خطرناک  ہیں ۔۔۔اگر وہ سیاست دان  بھی  ہون۔۔۔,non_toxic,normal,[],"['بڈھے', 'عاشق', 'سب', 'سے', 'زیادہ', 'خطرناک', 'ہیں', '۔۔۔اگر', 'وہ', 'سیاست', 'دان', 'بھی', 'ہون۔۔۔']",['[]'],"['B-Toxic', 'I-Toxic', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13472,خدا کے وجود پر پیغمبری دلیل,non_toxic,normal,[],"['خدا', 'کے', 'وجود', 'پر', 'پیغمبری', 'دلیل']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O']"
13473,السلامُ علیکم ورحمتہ اللہ وبرکاتہ,non_toxic,normal,[],"['السلامُ', 'علیکم', 'ورحمتہ', 'اللہ', 'وبرکاتہ']",['[]'],"['O', 'O', 'O', 'O', 'O']"
13474,"‎*_(گلاب)بسْــــــــــــــمِ ﷲِالرَّحْمن الرَّحِيم (گلاب)​_*_*​(پھول)اَلسَّلَامُ عَلَیْکُم وَرَحْمَةُ اللهِ وَبَرَكَاتُه‌(پھول)​*‎*_((🤝))اللہ تعالیٰ کا یہ قانون ہے کہ جو شخص کھلے ذہن کے ساتھ ""حق"" بات سننے سمجھنے کے لیے آمادہ نہیں ہوتا اسے قبول ""حق"" کی توفیق نہیں بخشی جاتی اور ""خواہشات کے حجابات"" اس کے دل پر ایسے پڑ جاتے ہیں کہ ""داعی"" کتنی ہی وزنی دلیل پیش کرے بات اس کے دل میں اترتی ہی نہیں. (معصوم)_**_(دعا)((🏻))یا اللہ ھندوستان میں مظالم بڑھ گئے ہیں سبھی مظلوموں کو ان ظالموں کے ظلم سے نجات عطاء فرما آمین_*",non_toxic,normal,[],"['\u200e*_(گلاب)بسْــــــــــــــمِ', 'ﷲِالرَّحْمن', 'الرَّحِيم', '(گلاب)\u200b_*_*\u200b(پھول)اَلسَّلَامُ', 'عَلَیْکُم', 'وَرَحْمَةُ', 'اللهِ', 'وَبَرَكَاتُه\u200c(پھول)\u200b*\u200e*_((🤝))اللہ', 'تعالیٰ', 'کا', 'یہ', 'قانون', 'ہے', 'کہ', 'جو', 'شخص', 'کھلے', 'ذہن', 'کے', 'ساتھ', '""حق""', 'بات', 'سننے', 'سمجھنے', 'کے', 'لیے', 'آمادہ', 'نہیں', 'ہوتا', 'اسے', 'قبول', '""حق""', 'کی', 'توفیق', 'نہیں', 'بخشی', 'جاتی', 'اور', '""خواہشات', 'کے', 'حجابات""', 'اس', 'کے', 'دل', 'پر', 'ایسے', 'پڑ', 'جاتے', 'ہیں', 'کہ', '""داعی""', 'کتنی', 'ہی', 'وزنی', 'دلیل', 'پیش', 'کرے', 'بات', 'اس', 'کے', 'دل', 'میں', 'اترتی', 'ہی', 'نہیں.', '(معصوم)_**_(دعا)((🏻))یا', 'اللہ', 'ھندوستان', 'میں', 'مظالم', 'بڑھ', 'گئے', 'ہیں', 'سبھی', 'مظلوموں', 'کو', 'ان', 'ظالموں', 'کے', 'ظلم', 'سے', 'نجات', 'عطاء', 'فرما', 'آمین_*']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13475,ماشاءاللہ بہت خوب جو نصیب میں نہیں چوڑ دو,non_toxic,normal,[],"['ماشاءاللہ', 'بہت', 'خوب', 'جو', 'نصیب', 'میں', 'نہیں', 'چوڑ', 'دو']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Toxic', 'I-Toxic']"
13476,میں نےجوکیاوہ برا کیامیں نے خودکوخودہی تباہ کیاجوتجھے پسنداےمیرےخُدامجھے اُس ادا کی تلاش ہیں,non_toxic,normal,[],"['میں', 'نےجوکیاوہ', 'برا', 'کیامیں', 'نے', 'خودکوخودہی', 'تباہ', 'کیاجوتجھے', 'پسنداےمیرےخُدامجھے', 'اُس', 'ادا', 'کی', 'تلاش', 'ہیں']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13477,عشق تو ۔۔۔رسواللہ ص۔۔۔ کا مذیدار ہے (دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل),non_toxic,normal,[],"['عشق', 'تو', '۔۔۔رسواللہ', 'ص۔۔۔', 'کا', 'مذیدار', 'ہے', '(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13478,(دل)بھائی جان کہنا محبت  اور ادب  ہے بھائی جان بڑے بھائی,non_toxic,normal,[],"['(دل)بھائی', 'جان', 'کہنا', 'محبت', 'اور', 'ادب', 'ہے', 'بھائی', 'جان', 'بڑے', 'بھائی']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13479,بہت خوب بلکل ادب پہلا قرینہ ہے محبت  کے قرینوں میں,non_toxic,normal,[],"['بہت', 'خوب', 'بلکل', 'ادب', 'پہلا', 'قرینہ', 'ہے', 'محبت', 'کے', 'قرینوں', 'میں']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13480,"السلامُ  علیکم ورحمة اللهِ و برکاتہ  ,, ماشاءاللہ  بہت عمدہ",non_toxic,normal,[],"['السلامُ', 'علیکم', 'ورحمة', 'اللهِ', 'و', 'برکاتہ', ',,', 'ماشاءاللہ', 'بہت', 'عمدہ']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13481,لوگوں کو دماغ نھیں ہے,non_toxic,normal,[],"['لوگوں', 'کو', 'دماغ', 'نھیں', 'ہے']",['[]'],"['O', 'O', 'O', 'O', 'O']"
13482,السلام علیکم و رحمت اللہ وبرکاتہ،چوڑیاں لیتے وقت چڑھانے کے لیے اپنے ہاتھ مردوں(دکان والے) کے ہاتھ میں نہ دیا کریں آپ کا ہاتھ پکڑنے کا حق ہر کسی کو نہیں ہونا چاہیے، چوڑیاں پسند کرو اور بو لیں کہ پیک کر دیں   گھر آ کے ماما سے پہنا لو یا  کوئی حل نہیں تو شیمپو لگا کے صابن لگا کے پہن لیں سمپل حل لیکن اتنی پڑھی لکھی ہو کے یہ عجیب حرکت نہ کریں۔ اگر برا لگے تو معذرت۔,non_toxic,normal,[],"['السلام', 'علیکم', 'و', 'رحمت', 'اللہ', 'وبرکاتہ،چوڑیاں', 'لیتے', 'وقت', 'چڑھانے', 'کے', 'لیے', 'اپنے', 'ہاتھ', 'مردوں(دکان', 'والے)', 'کے', 'ہاتھ', 'میں', 'نہ', 'دیا', 'کریں', 'آپ', 'کا', 'ہاتھ', 'پکڑنے', 'کا', 'حق', 'ہر', 'کسی', 'کو', 'نہیں', 'ہونا', 'چاہیے،', 'چوڑیاں', 'پسند', 'کرو', 'اور', 'بو', 'لیں', 'کہ', 'پیک', 'کر', 'دیں', 'گھر', 'آ', 'کے', 'ماما', 'سے', 'پہنا', 'لو', 'یا', 'کوئی', 'حل', 'نہیں', 'تو', 'شیمپو', 'لگا', 'کے', 'صابن', 'لگا', 'کے', 'پہن', 'لیں', 'سمپل', 'حل', 'لیکن', 'اتنی', 'پڑھی', 'لکھی', 'ہو', 'کے', 'یہ', 'عجیب', 'حرکت', 'نہ', 'کریں۔', 'اگر', 'برا', 'لگے', 'تو', 'معذرت۔']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13483,بہت ہی بہترین انداز سے سمجھایا میری سمجھ میں بات آ گئ,non_toxic,normal,[],"['بہت', 'ہی', 'بہترین', 'انداز', 'سے', 'سمجھایا', 'میری', 'سمجھ', 'میں', 'بات', 'آ', 'گئ']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13484,بہت خوب ((☪))️️(کعبہ)(کعبہ),non_toxic,normal,[],"['بہت', 'خوب', '((☪))️️(کعبہ)(کعبہ)']",['[]'],"['O', 'O', 'O']"
13485,نام نہ لینا غلو ہے,non_toxic,normal,[],"['نام', 'نہ', 'لینا', 'غلو', 'ہے']",['[]'],"['O', 'O', 'O', 'B-Toxic', 'O']"
13486,ماشااللہ اللہ پاک سلامت رکھے,non_toxic,normal,[],"['ماشااللہ', 'اللہ', 'پاک', 'سلامت', 'رکھے']",['[]'],"['O', 'O', 'O', 'O', 'O']"
13487,"ایک لطیفہ: ایک خاتون نماز کے اخیر میں سلام پھیرتے ہوئے یہ کہتی تھیں:"" السلام عليكم منو کے ابو""ان کے شوہر کا نام رحمت اللہ تھا،",non_toxic,normal,[],"['ایک', 'لطیفہ:', 'ایک', 'خاتون', 'نماز', 'کے', 'اخیر', 'میں', 'سلام', 'پھیرتے', 'ہوئے', 'یہ', 'کہتی', 'تھیں:""', 'السلام', 'عليكم', 'منو', 'کے', 'ابو""ان', 'کے', 'شوہر', 'کا', 'نام', 'رحمت', 'اللہ', 'تھا،']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13488,"ماشاء اللہ ,اللہ آپ کی زندگی,  علم و عمل اضافہ فرماے۔  آمین۔ہمیں اچھی باتوں کو  سن کر سمجھنے اور عمل کرنے والا بناۓ آمین۔",non_toxic,normal,[],"['ماشاء', 'اللہ', ',اللہ', 'آپ', 'کی', 'زندگی,', 'علم', 'و', 'عمل', 'اضافہ', 'فرماے۔', 'آمین۔ہمیں', 'اچھی', 'باتوں', 'کو', 'سن', 'کر', 'سمجھنے', 'اور', 'عمل', 'کرنے', 'والا', 'بناۓ', 'آمین۔']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13489,پڑائی نہیں پڑھائی۔۔۔,non_toxic,normal,[],"['پڑائی', 'نہیں', 'پڑھائی۔۔۔']",['[]'],"['O', 'O', 'O']"
13490,اللہ آپ کو دونوں جہاں کی خوشیاں نصیب فرمائے آمین ثم آمین,non_toxic,normal,[],"['اللہ', 'آپ', 'کو', 'دونوں', 'جہاں', 'کی', 'خوشیاں', 'نصیب', 'فرمائے', 'آمین', 'ثم', 'آمین']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13491,قہا اچھا بیان ہے,non_toxic,normal,[],"['قہا', 'اچھا', 'بیان', 'ہے']",['[]'],"['O', 'O', 'O', 'O']"
13492,بہت خوب جناب,non_toxic,normal,[],"['بہت', 'خوب', 'جناب']",['[]'],"['O', 'O', 'O']"
13493,masہاh الlah     بات سمجھ میں آ گئی ہے۔ آپ صحیح کہہ رہے ہیں۔ اللہ آپ کو برکت والی زندگی دے، آمین,non_toxic,normal,[],"['masہاh', 'الlah', 'بات', 'سمجھ', 'میں', 'آ', 'گئی', 'ہے۔', 'آپ', 'صحیح', 'کہہ', 'رہے', 'ہیں۔', 'اللہ', 'آپ', 'کو', 'برکت', 'والی', 'زندگی', 'دے،', 'آمین']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13494,شوہر کا نام نہیں لینا چاہیے  اچھا نہیں لگتا,non_toxic,normal,[],"['شوہر', 'کا', 'نام', 'نہیں', 'لینا', 'چاہیے', 'اچھا', 'نہیں', 'لگتا']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13495,اسلام عیلکم وہ رہمتلاعلہ وہ برکتہو مری شادی ہوی دوبرس ہوایرےشوہرقران کےہفےساب کاانتاکال ہوگیامجہےاک بجہ ہے مرےدل سے گم دور نہی ہو رہا کے کرون,non_toxic,normal,[],"['اسلام', 'عیلکم', 'وہ', 'رہمتلاعلہ', 'وہ', 'برکتہو', 'مری', 'شادی', 'ہوی', 'دوبرس', 'ہوایرےشوہرقران', 'کےہفےساب', 'کاانتاکال', 'ہوگیامجہےاک', 'بجہ', 'ہے', 'مرےدل', 'سے', 'گم', 'دور', 'نہی', 'ہو', 'رہا', 'کے', 'کرون']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13496,"آپ لوگ دعا کردیں کہ اللہ رب الحفیظ مجھے جلد رشتہ ازدواج سے منسلک کردے, آمین ثم آمین یالطیف",non_toxic,normal,[],"['آپ', 'لوگ', 'دعا', 'کردیں', 'کہ', 'اللہ', 'رب', 'الحفیظ', 'مجھے', 'جلد', 'رشتہ', 'ازدواج', 'سے', 'منسلک', 'کردے,', 'آمین', 'ثم', 'آمین', 'یالطیف']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13497,جزاکم اللہ (دل)️,non_toxic,normal,[],"['جزاکم', 'اللہ', '(دل)️']",['[]'],"['O', 'O', 'O']"
13498,بہت خوب محترم,non_toxic,normal,[],"['بہت', 'خوب', 'محترم']",['[]'],"['O', 'O', 'O']"
13499,اگر کوئ شوھر پیار سے اپنی بیوی آپنی طرف سے ایک نام سے پکارتے ھے کیا یہ گناہ ھے,non_toxic,normal,[],"['اگر', 'کوئ', 'شوھر', 'پیار', 'سے', 'اپنی', 'بیوی', 'آپنی', 'طرف', 'سے', 'ایک', 'نام', 'سے', 'پکارتے', 'ھے', 'کیا', 'یہ', 'گناہ', 'ھے']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13500,اللہ پاک آپ کو صحت دے اور آپ کو خوش رکھے میں آپ سے صرف بات کرنا چاہتا ہوں,non_toxic,normal,[],"['اللہ', 'پاک', 'آپ', 'کو', 'صحت', 'دے', 'اور', 'آپ', 'کو', 'خوش', 'رکھے', 'میں', 'آپ', 'سے', 'صرف', 'بات', 'کرنا', 'چاہتا', 'ہوں']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13501,مولانا صاحب پلیز اپنا نمبر دیجئے مہربانی ہوگی,non_toxic,normal,[],"['مولانا', 'صاحب', 'پلیز', 'اپنا', 'نمبر', 'دیجئے', 'مہربانی', 'ہوگی']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13502,اللہ تعالٰی آپ کے علم میں اضافہ کرے عمل کے ساتھ اور آپکو لمبی عمر عطا کرے صحت وعافیت کے ساتھ,non_toxic,normal,[],"['اللہ', 'تعالٰی', 'آپ', 'کے', 'علم', 'میں', 'اضافہ', 'کرے', 'عمل', 'کے', 'ساتھ', 'اور', 'آپکو', 'لمبی', 'عمر', 'عطا', 'کرے', 'صحت', 'وعافیت', 'کے', 'ساتھ']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13503,اللہ تعالی اپ کو ہر مشکل اسان فرماےآمین,non_toxic,normal,[],"['اللہ', 'تعالی', 'اپ', 'کو', 'ہر', 'مشکل', 'اسان', 'فرماےآمین']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13504,اپ نے اسلام کو عرف کی تابع فرمایا اسلام تواخلاق اور عادات کے تبدیلی کیلےایا,non_toxic,normal,[],"['اپ', 'نے', 'اسلام', 'کو', 'عرف', 'کی', 'تابع', 'فرمایا', 'اسلام', 'تواخلاق', 'اور', 'عادات', 'کے', 'تبدیلی', 'کیلےایا']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13505,اللہ پاک  آپ کے علم میں عمر میں برکت عطا کرے,non_toxic,normal,[],"['اللہ', 'پاک', 'آپ', 'کے', 'علم', 'میں', 'عمر', 'میں', 'برکت', 'عطا', 'کرے']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13506,اللہ آپ کو دینی معاملہ میں مزید ترقی عطا فرمائے,non_toxic,normal,[],"['اللہ', 'آپ', 'کو', 'دینی', 'معاملہ', 'میں', 'مزید', 'ترقی', 'عطا', 'فرمائے']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13507,آپ بھت اچھاسمجھاتےھئن,non_toxic,normal,[],"['آپ', 'بھت', 'اچھاسمجھاتےھئن']",['[]'],"['O', 'B-Toxic', 'O']"
13508,آپ,non_toxic,normal,[],['آپ'],['[]'],['O']
13509,آپ بھت,non_toxic,normal,[],"['آپ', 'بھت']",['[]'],"['O', 'B-Toxic']"
13510,اگر شوہر اصرار کرے کے بیوی اس کے بچپن کا نک نام (عرف) سے اسے بلائے تو بیوی کو بلانا چاہیئے؟,non_toxic,normal,[],"['اگر', 'شوہر', 'اصرار', 'کرے', 'کے', 'بیوی', 'اس', 'کے', 'بچپن', 'کا', 'نک', 'نام', '(عرف)', 'سے', 'اسے', 'بلائے', 'تو', 'بیوی', 'کو', 'بلانا', 'چاہیئے؟']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
